State,County,Land Area
Oklahoma,Woods,1290.07
Oklahoma,Woodward,1246.01
Oregon,Baker,3088.43
Oregon,Benton,678.97
Oregon,Clackamas,1879.01
Oregon,Clatsop,1084.75
Oregon,Columbia,688.33
Oregon,Coos,1806.38
Oregon,Crook,2987.41
Oregon,Curry,1988.57
Oregon,Deschutes,3054.77
Oregon,Douglas,5133.83
Oregon,Gilliam,1222.84
Oregon,Grant,4529.32
Oregon,Harney,10226.49
Oregon,Hood River,533.56
Oregon,Jackson,2801.77
Oregon,Jefferson,1791.17
Oregon,Josephine,1641.63
Oregon,Klamath,6135.75
Oregon,Lake,8358.47
Oregon,Lane,4721.79
Oregon,Lincoln,1193.79
Oregon,Linn,2310.15
Oregon,Malheur,9929.99
Oregon,Marion,1194.13
Oregon,Morrow,2048.53
Oregon,Multnomah,465.65
Oregon,Polk,744.15
Oregon,Sherman,831.2
Oregon,Tillamook,1332.78
Oregon,Umatilla,3231.25
Oregon,Union,2038.55
Oregon,Wallowa,3151.69
Oregon,Wasco,2395.32
Oregon,Washington,726.38
Oregon,Wheeler,1715.46
Oregon,Yamhill,718.36
Pennsylvania,Adams,521.52
Pennsylvania,Allegheny,744.71
Pennsylvania,Armstrong,664.44
Pennsylvania,Beaver,443.9
Pennsylvania,Bedford,1017.4
Pennsylvania,Berks,865.67
Pennsylvania,Blair,527.11
Pennsylvania,Bradford,1161.03
Pennsylvania,Bucks,622.11
Pennsylvania,Butler,794.79
Pennsylvania,Cambria,693.43
Pennsylvania,Cameron,398.6
Pennsylvania,Carbon,387.23
Pennsylvania,Centre,1111.85
Pennsylvania,Chester,759.81
Pennsylvania,Clarion,608.95
Pennsylvania,Clearfield,1153.8
Pennsylvania,Clinton,898.09
Pennsylvania,Columbia,489.79
Pennsylvania,Crawford,1037.74
Pennsylvania,Cumberland,551.14
Pennsylvania,Dauphin,557.53
Pennsylvania,Delaware,190.74
Pennsylvania,Elk,832.23
Pennsylvania,Erie,1558.4
Pennsylvania,Fayette,798
Pennsylvania,Forest,431.4
Pennsylvania,Franklin,772.63
Pennsylvania,Fulton,438.03
Pennsylvania,Greene,577.95
Pennsylvania,Huntingdon,889.03
Pennsylvania,Indiana,834.29
Pennsylvania,Jefferson,656.87
Pennsylvania,Juniata,393.57
Pennsylvania,Lackawanna,464.51
Pennsylvania,Lancaster,983.81
Pennsylvania,Lawrence,362.76
Pennsylvania,Lebanon,362.6
Pennsylvania,Lehigh,348.34
Pennsylvania,Luzerne,907.13
Pennsylvania,Lycoming,1243.77
Pennsylvania,McKean,984.17
Pennsylvania,Mercer,682.57
Pennsylvania,Mifflin,414.6
Pennsylvania,Monroe,617.42
Pennsylvania,Montgomery,487.45
Pennsylvania,Montour,132.3
Pennsylvania,Northampton,377.36
Pennsylvania,Northumberland,477.38
Pennsylvania,Perry,555.77
Pennsylvania,Philadelphia,142.64
Pennsylvania,Pike,566.64
Pennsylvania,Potter,1081.42
Pennsylvania,Schuylkill,782.61
Pennsylvania,Snyder,332.16
Pennsylvania,Somerset,1081.17
Pennsylvania,Sullivan,452.35
Pennsylvania,Susquehanna,832.4
Pennsylvania,Tioga,1137.3
Pennsylvania,Union,317.12
Pennsylvania,Venango,683.02
Pennsylvania,Warren,897.81
Pennsylvania,Washington,860.95
Pennsylvania,Wayne,750.54
Pennsylvania,Westmoreland,1036.34
Pennsylvania,Wyoming,404.79
Pennsylvania,York,910.25
Rhode Island,Bristol,44.71
Rhode Island,Kent,188.1
Rhode Island,Newport,313.64
Rhode Island,Providence,435.82
Rhode Island,Washington,562.77
South Carolina,Abbeville,511.05
South Carolina,Aiken,1080.46
South Carolina,Allendale,412.58
South Carolina,Anderson,757.45
South Carolina,Bamberg,395.47
South Carolina,Barnwell,557.25
South Carolina,Beaufort,922.88
South Carolina,Berkeley,1228.07
South Carolina,Calhoun,392.34
South Carolina,Charleston,1358.11
South Carolina,Cherokee,397.28
South Carolina,Chester,586.16
South Carolina,Chesterfield,805.78
South Carolina,Clarendon,695.66
South Carolina,Colleton,1133.21
South Carolina,Darlington,566.78
South Carolina,Dillon,406.54
South Carolina,Dorchester,576.69
South Carolina,Edgefield,506.54
South Carolina,Fairfield,709.93
South Carolina,Florence,803.74
South Carolina,Georgetown,1035
South Carolina,Greenville,794.96
South Carolina,Greenwood,462.94
South Carolina,Hampton,562.63
South Carolina,Horry,1254.96
South Carolina,Jasper,699.79
South Carolina,Kershaw,740.25
South Carolina,Lancaster,555.29
South Carolina,Laurens,723.98
South Carolina,Lee,411.3
South Carolina,Lexington,757.88
South Carolina,Marion,494.09
South Carolina,Marlboro,485.28
South Carolina,McCormick,393.85
South Carolina,Newberry,647.28
South Carolina,Oconee,673.58
South Carolina,Orangeburg,1128.09
South Carolina,Pickens,511.85
South Carolina,Richland,771.72
South Carolina,Saluda,461.78
South Carolina,Spartanburg,819.14
South Carolina,Sumter,682.03
South Carolina,Union,515.92
South Carolina,Williamsburg,936.92
South Carolina,York,695.72
South Dakota,Aurora,712.53
South Dakota,Beadle,1264.82
South Dakota,Bennett,1190.59
South Dakota,Bon Homme,581.32
South Dakota,Brookings,804.76
South Dakota,Brown,1731.21
South Dakota,Brule,846.49
South Dakota,Buffalo,487.43
South Dakota,Butte,2266.36
South Dakota,Campbell,771.34
South Dakota,Charles Mix,1150.19
South Dakota,Clark,967.79
South Dakota,Clay,416.7
South Dakota,Codington,717.08
South Dakota,Corson,2529.42
South Dakota,Custer,1559.14
South Dakota,Davison,436.78
South Dakota,Day,1091.21
South Dakota,Deuel,636.72
South Dakota,Dewey,2445.67
South Dakota,Douglas,434.13
South Dakota,Edmunds,1151.16
South Dakota,Fall River,1749.14
South Dakota,Faulk,1005.69
South Dakota,Grant,687.91
South Dakota,Gregory,1053.45
South Dakota,Haakon,1827.22
South Dakota,Hamlin,537.96
South Dakota,Hand,1440.21
South Dakota,Hanson,435.64
South Dakota,Harding,2677.58
South Dakota,Hughes,800.29
South Dakota,Hutchinson,814.37
South Dakota,Hyde,866.59
South Dakota,Jackson,1871.24
South Dakota,Jerauld,532.63
South Dakota,Jones,971.66
South Dakota,Kingsbury,863.67
South Dakota,Lake,575.06
South Dakota,Lawrence,800.31
South Dakota,Lincoln,578.59
South Dakota,Lyman,1707.06
South Dakota,Marshall,885.63
South Dakota,McCook,577.16
South Dakota,McPherson,1151.85
South Dakota,Meade,3482.46
South Dakota,Mellette,1309.75
South Dakota,Miner,571.99
South Dakota,Minnehaha,813.69
South Dakota,Moody,521.1
South Dakota,Pennington,2784.31
South Dakota,Perkins,2890.71
South Dakota,Potter,898.43
South Dakota,Roberts,1135.35
South Dakota,Sanborn,570.21
South Dakota,Shannon,2096.65
South Dakota,Spink,1510.05
South Dakota,Stanley,1516.99
South Dakota,Sully,1070.36
South Dakota,Todd,1390.9
South Dakota,Tripp,1617.4
South Dakota,Turner,617.45
South Dakota,Union,467.08
South Dakota,Walworth,744.22
South Dakota,Yankton,532.62
South Dakota,Ziebach,1971.05
Tennessee,Anderson,344.82
Tennessee,Bedford,474.83
Tennessee,Benton,436.2
Tennessee,Bledsoe,406.71
Tennessee,Blount,566.65
Tennessee,Bradley,331.5
Tennessee,Campbell,498.25
Tennessee,Cannon,265.71
Tennessee,Carroll,599.86
Tennessee,Carter,347.62
Tennessee,Cheatham,307.13
Tennessee,Chester,288.74
Tennessee,Claiborne,441.55
Tennessee,Clay,259.25
Tennessee,Cocke,443.15
Tennessee,Coffee,434.46
Tennessee,Crockett,265.47
Tennessee,Cumberland,684.95
Tennessee,Davidson,526.11
Tennessee,Decatur,344.91
Tennessee,DeKalb,328.98
Tennessee,Dickson,491.28
Tennessee,Dyer,526.48
Tennessee,Fayette,706.23
Tennessee,Fentress,498.97
Tennessee,Franklin,575.77
Tennessee,Gibson,603.59
Tennessee,Giles,611.17
Tennessee,Grainger,302.44
Tennessee,Greene,624.11
Tennessee,Grundy,361.14
Tennessee,Hamblen,175.77
Tennessee,Hamilton,575.72
Tennessee,Hancock,223.5
Tennessee,Hardeman,670.39
Tennessee,Hardin,596.31
Tennessee,Hawkins,499.63
Tennessee,Haywood,534.15
Tennessee,Henderson,525.91
Tennessee,Henry,593.45
Tennessee,Hickman,612.7
Tennessee,Houston,206.92
Tennessee,Humphreys,556.72
Tennessee,Jackson,319.56
Tennessee,Jefferson,314.33
Tennessee,Johnson,302.73
Tennessee,Knox,525.78
Tennessee,Lake,193.79
Tennessee,Lauderdale,507.14
Tennessee,Lawrence,617.91
Tennessee,Lewis,282.48
Tennessee,Lincoln,570.63
Tennessee,Loudon,247.31
Tennessee,Macon,307.19
Tennessee,Madison,558.63
Tennessee,Marion,512.32
Tennessee,Marshall,376.1
Tennessee,Maury,615.52
Tennessee,McMinn,432.22
Tennessee,McNairy,560.84
Tennessee,Meigs,216.78
Tennessee,Monroe,652.58
Tennessee,Montgomery,543.84
Tennessee,Moore,130.38
Tennessee,Morgan,522.4
Tennessee,Obion,555.35
Tennessee,Overton,434.82
Tennessee,Perry,422.9
Tennessee,Pickett,174.58
Tennessee,Polk,442.35
Tennessee,Putnam,402.56
Tennessee,Rhea,336.39
Tennessee,Roane,394.98
Tennessee,Robertson,476.67
Tennessee,Rutherford,623.94
Tennessee,Scott,533.22
Tennessee,Sequatchie,266.02
Tennessee,Sevier,597.73
Tennessee,Shelby,783.63
Tennessee,Smith,325.35
Tennessee,Stewart,493.2
Tennessee,Sullivan,429.69
Tennessee,Sumner,543.12
Tennessee,Tipton,474.72
Tennessee,Trousdale,116.64
Tennessee,Unicoi,186.49
Tennessee,Union,247.13
Tennessee,Van Buren,274.59
Tennessee,Warren,434.08
Tennessee,Washington,329.8
Tennessee,Wayne,735.59
Tennessee,Weakley,581.81
Tennessee,White,379.39
Tennessee,Williamson,583.62
Tennessee,Wilson,583.2
Texas,Anderson,1077.95
Texas,Andrews,1500.99
Texas,Angelina,864.45
Texas,Aransas,527.95
Texas,Archer,925.78
Texas,Armstrong,913.81
Texas,Atascosa,1235.61
Texas,Austin,656.37
Texas,Bailey,827.38
Texas,Bandera,797.54
Texas,Bastrop,895.92
Texas,Baylor,901.01
Texas,Bee,880.31
Texas,Bell,1087.93
Texas,Bexar,1256.66
Texas,Blanco,713.41
Texas,Borden,906.04
Texas,Bosque,1002.63
Texas,Bowie,922.77
Texas,Brazoria,1597.44
Texas,Brazos,590.29
Texas,Brewster,6192.78
Texas,Briscoe,901.59
Texas,Brooks,943.61
Texas,Brown,956.94
Texas,Burleson,677.78
Texas,Burnet,1020.96
Texas,Caldwell,547.41
Texas,Calhoun,1032.16
Texas,Callahan,901.26
Texas,Cameron,1276.33
Texas,Camp,203.2
Texas,Carson,924.1
Texas,Cass,960.35
Texas,Castro,899.32
Texas,Chambers,871.99
Texas,Cherokee,1061.93
Texas,Childress,713.61
Texas,Clay,1116.17
Texas,Cochran,775.31
Texas,Coke,927.97
Texas,Coleman,1281.45
Texas,Collin,885.85
Texas,Collingsworth,919.44
Texas,Colorado,973.59
Texas,Comal,574.59
Texas,Comanche,947.67
Texas,Concho,993.69
Texas,Cooke,898.81
Texas,Coryell,1056.73
Texas,Cottle,901.59
Texas,Crane,785.59
Texas,Crockett,2807.43
Texas,Crosby,901.69
Texas,Culberson,3812.71
Texas,Dallam,1505.26
Texas,Dallas,908.56
Texas,Dawson,902.12
Texas,Deaf Smith,1498.26
Texas,Delta,277.92
Texas,Denton,957.88
Texas,DeWitt,910.47
Texas,Dickens,905.21
Texas,Dimmit,1334.48
Texas,Donley,933.05
Texas,Duval,1795.67
Texas,Eastland,931.9
Texas,Ector,901.68
Texas,Edwards,2119.95
Texas,El Paso,1014.68
Texas,Ellis,951.66
Texas,Erath,1089.8
Texas,Falls,773.81
Texas,Fannin,899.16
Texas,Fayette,959.84
Texas,Fisher,901.74
Texas,Floyd,992.51
Texas,Foard,707.69
Texas,Fort Bend,886.05
Texas,Franklin,294.77
Texas,Freestone,892.13
Texas,Frio,1134.28
Texas,Gaines,1502.84
Texas,Galveston,872.93
Texas,Garza,896.19
Texas,Gillespie,1061.48
Texas,Glasscock,900.93
Texas,Goliad,859.35
Texas,Gonzales,1069.82
Texas,Gray,929.25
Texas,Grayson,979.19
Texas,Gregg,276.37
Texas,Grimes,801.16
Texas,Guadalupe,714.17
Texas,Hale,1004.77
Texas,Hall,904.08
Texas,Hamilton,836.38
Texas,Hansford,920.4
Texas,Hardeman,697
Texas,Hardin,897.37
Texas,Harris,1777.69
Texas,Harrison,915.09
Texas,Hartley,1463.2
Texas,Haskell,910.25
Texas,Hays,679.79
Texas,Hemphill,912.06
Texas,Henderson,949
Texas,Hidalgo,1582.66
Texas,Hill,985.65
Texas,Hockley,908.55
Texas,Hood,436.8
Texas,Hopkins,792.74
Texas,Houston,1236.83
Texas,Howard,904.19
Texas,Hudspeth,4571.93
Texas,Hunt,882.02
Texas,Hutchinson,894.95
Texas,Irion,1051.59
Texas,Jack,920.11
Texas,Jackson,857.03
Texas,Jasper,969.62
Texas,Jeff Davis,2264.6
Texas,Jefferson,1111.26
Texas,Jim Hogg,1136.16
Texas,Jim Wells,868.22
Texas,Johnson,734.46
Texas,Jones,937.13
Texas,Karnes,753.58
Texas,Kaufman,806.81
Texas,Kendall,663.04
Texas,Kenedy,1945.6
Texas,Kent,902.91
Texas,Kerr,1107.66
Texas,Kimble,1250.92
Texas,King,913.33
Texas,Kinney,1365.31
Texas,Kleberg,1090.29
Texas,Knox,855.43
Texas,La Salle,1494.23
Texas,Lamar,932.47
Texas,Lamb,1017.73
Texas,Lampasas,713.96
Texas,Lavaca,970.35
Texas,Lee,634.03
Texas,Leon,1080.38
Texas,Liberty,1176.22
Texas,Limestone,933.15
Texas,Lipscomb,932.22
Texas,Live Oak,1078.83
Texas,Llano,966.18
Texas,Loving,676.85
Texas,Lubbock,900.7
Texas,Lynn,893.46
Texas,Madison,472.44
Texas,Marion,420.36
Texas,Martin,915.62
Texas,Mason,932.18
Texas,Matagorda,1612.19
Texas,Maverick,1291.74
Texas,McCulloch,1073.35
Texas,McLennan,1060.23
Texas,McMullen,1142.6
Texas,Medina,1334.53
Texas,Menard,902.25
Texas,Midland,901.97
Texas,Milam,1021.67
Texas,Mills,749.89
Texas,Mitchell,915.9
Texas,Montague,938.44
Texas,Montgomery,1076.81
Texas,Moore,909.61
Texas,Morris,258.64
Texas,Motley,989.81
Texas,Nacogdoches,981.33
Texas,Navarro,1086.17
Texas,Newton,939.51
Texas,Nolan,913.93
Texas,Nueces,1166.42
Texas,Ochiltree,918.07
Texas,Oldham,1501.42
Texas,Orange,379.54
Texas,Palo Pinto,985.5
Texas,Panola,821.34
Texas,Parker,910.09
Texas,Parmer,885.17
Texas,Pecos,4764.73
Texas,Polk,1109.81
Texas,Potter,921.98
Texas,Presidio,3856.26
Texas,Rains,258.87
Texas,Randall,922.42
Texas,Reagan,1175.98
Texas,Real,700.04
Texas,Red River,1057.61
Texas,Reeves,2641.95
Texas,Refugio,818.64
Texas,Roberts,924.19
Texas,Robertson,865.67
Texas,Rockwall,148.7
Texas,Runnels,1057.13
Texas,Rusk,938.62
Texas,Sabine,576.61
Texas,San Augustine,592.21
Texas,San Jacinto,627.9
Texas,San Patricio,707.06
Texas,San Saba,1138.25
Texas,Schleicher,1310.65
Texas,Scurry,907.53
Texas,Shackelford,915.54
Texas,Shelby,834.53
Texas,Sherman,923.2
Texas,Smith,949.45
Texas,Somervell,191.9
Texas,Starr,1229.28
Texas,Stephens,921.48
Texas,Sterling,923.49
Texas,Stonewall,920.23
Texas,Sutton,1454.4
Texas,Swisher,900.68
Texas,Tarrant,897.48
Texas,Taylor,919.25
Texas,Terrell,2357.75
Texas,Terry,890.93
Texas,Throckmorton,915.47
Texas,Titus,425.69
Texas,Tom Green,1540.54
Texas,Travis,1022.08
Texas,Trinity,714
Texas,Tyler,935.71
Texas,Upshur,592.67
Texas,Upton,1241.83
Texas,Uvalde,1558.6
Texas,Val Verde,3232.4
Texas,Van Zandt,859.48
Texas,Victoria,888.73
Texas,Walker,801.44
Texas,Waller,518.49
Texas,Ward,835.74
Texas,Washington,621.35
Texas,Webb,3375.53
Texas,Wharton,1094.43
Texas,Wheeler,915.34
Texas,Wichita,633.01
Texas,Wilbarger,978.1
Texas,Willacy,784.23
Texas,Williamson,1134.74
Texas,Wilson,808.57
Texas,Winkler,841.24
Texas,Wise,922.77
Texas,Wood,695.8
Texas,Yoakum,799.76
Texas,Young,930.84
Texas,Zapata,1058.1
Texas,Zavala,1301.72
United States,,3794083.06
Utah,Beaver,2592.28
Utah,Box Elder,6729.03
Utah,Cache,1173.07
Utah,Carbon,1484.57
Utah,Daggett,723.06
Utah,Davis,633.7
Utah,Duchesne,3255.97
Utah,Emery,4461.54
Utah,Garfield,5208.2
Utah,Grand,3694.08
Utah,Iron,3301.84
Utah,Juab,3406.28
Utah,Kane,4108.42
Utah,Millard,6828.01
Utah,Morgan,610.79
Utah,Piute,765.76
Utah,Rich,1086.29
Utah,Salt Lake,807.78
Utah,San Juan,7933.09
Utah,Sanpete,1602.66
Utah,Sevier,1918.28
Utah,Summit,1882.05
Utah,Tooele,7287.12
Utah,Uintah,4498.98
Utah,Utah,2140.98
Utah,Wasatch,1209.17
Utah,Washington,2429.91
Utah,Wayne,2466.47
Utah,Weber,659.46
Vermont,Addison,808.3
Vermont,Bennington,677.67
Vermont,Caledonia,657.52
Vermont,Chittenden,619.64
Vermont,Essex,673.75
Vermont,Franklin,692.02
Vermont,Grand Isle,194.67
Vermont,Lamoille,463.75
Vermont,Orange,691.74
Vermont,Orleans,721.14
Vermont,Rutland,944.77
Vermont,Washington,695.43
Vermont,Windham,798.12
Vermont,Windsor,975.74
Virginia,Accomack,1310.05
Virginia,Albemarle,726.18
Virginia,Alexandria,15.41
Virginia,Alleghany,445.67
Virginia,Amelia,358.54
Virginia,Amherst,478.78
Virginia,Appomattox,334.73
Virginia,Arlington,25.96
Virginia,Augusta,970.93
Virginia,Bath,534.56
Virginia,Bedford,769.25
Virginia,Bedford,6.9
Virginia,Bland,358.73
Virginia,Botetourt,545.94
Virginia,Bristol,13.16
Virginia,Brunswick,569.37
Virginia,Buchanan,503.88
Virginia,Buckingham,583.56
Virginia,Buena Vista,6.83
Virginia,Campbell,507.26
Virginia,Caroline,538.89
Virginia,Carroll,477.64
Virginia,Charles City,204.22
Virginia,Charlotte,477.44
Virginia,Charlottesville,10.26
Virginia,Chesapeake,350.9
Virginia,Chesterfield,436.99
Virginia,Clarke,178.19
Virginia,Clifton Forge,3.1
Virginia,Colonial Heights,7.79
Virginia,Covington,5.67
Virginia,Craig,330.61
Virginia,Culpeper,382.28
Virginia,Cumberland,299.73
Virginia,Danville,43.94
Virginia,Dickenson,333.63
Virginia,Dinwiddie,506.98
Virginia,Emporia,6.97
Virginia,Essex,285.91
Virginia,Fairfax,406.61
Virginia,Fairfax,6.31
Virginia,Falls Church,1.99
Virginia,Fauquier,651.42
Virginia,Floyd,381.23
Virginia,Fluvanna,290.21
Virginia,Franklin,711.56
Virginia,Franklin,8.4
Virginia,Frederick,415.62
Virginia,Fredericksburg,10.52
Virginia,Galax,8.23
Virginia,Giles,360.4
Virginia,Gloucester,288
Virginia,Goochland,289.99
Virginia,Grayson,445.9
Virginia,Greene,156.96
Virginia,Greensville,296.81
Virginia,Halifax,829.56
Virginia,Hampton,136.23
Virginia,Hanover,474.08
Virginia,Harrisonburg,17.59
Virginia,Henrico,244.6
Virginia,Henry,384.39
Virginia,Highland,415.86
Virginia,Hopewell,10.82
Virginia,Isle of Wight,362.76
Virginia,James City,179.71
Virginia,King and Queen,326.33
Virginia,King George,187.79
Virginia,King William,285.65
Virginia,Lancaster,231.35
Virginia,Lee,437.32
Virginia,Lexington,2.49
Virginia,Loudoun,521.1
Virginia,Louisa,510.79
Virginia,Lunenburg,432.38
Virginia,Lynchburg,49.76
Virginia,Madison,321.78
Virginia,Manassas,9.96
Virginia,Manassas Park,2.49
Virginia,Martinsville,11.01
Virginia,Mathews,251.96
Virginia,Mecklenburg,679.29
Virginia,Middlesex,210.75
Virginia,Montgomery,389.43
Virginia,Nelson,474.31
Virginia,New Kent,223.48
Virginia,Newport News,119.05
Virginia,Norfolk,96.3
Virginia,Northampton,795.34
Virginia,Northumberland,285.67
Virginia,Norton,7.53
Virginia,Nottoway,316.1
Virginia,Orange,343.41
Virginia,Page,314.09
Virginia,Patrick,485.87
Virginia,Petersburg,23.19
Virginia,Pittsylvania,978.18
Virginia,Poquoson,78.43
Virginia,Portsmouth,46.62
Virginia,Powhatan,262.4
Virginia,Prince Edward,353.85
Virginia,Prince George,281.85
Virginia,Prince William,348.36
Virginia,Pulaski,329.59
Virginia,Radford,10.19
Virginia,Rappahannock,266.83
Virginia,Richmond,216.38
Virginia,Richmond,62.55
Virginia,Roanoke,251.04
Virginia,Roanoke,42.91
Virginia,Rockbridge,600.98
Virginia,Rockingham,853.29
Virginia,Russell,476.77
Virginia,Salem,14.59
Virginia,Scott,538.63
Virginia,Shenandoah,512.53
Virginia,Smyth,452.31
Virginia,South Boston,0
Virginia,Southampton,602.35
Virginia,Spotsylvania,412.27
Virginia,Stafford,279.95
Virginia,Staunton,19.71
Virginia,Suffolk,429.07
Virginia,Surry,310.31
Virginia,Sussex,492.83
Virginia,Tazewell,519.89
Virginia,Virginia Beach,497.33
Virginia,Warren,216.32
Virginia,Washington,565.98
Virginia,Waynesboro,15.38
Virginia,Westmoreland,252.64
Virginia,Williamsburg,8.67
Virginia,Winchester,9.33
Virginia,Wise,405.22
Virginia,Wythe,464.62
Virginia,York,215.52
Washington,Adams,1929.69
Washington,Asotin,640.69
Washington,Benton,1760.12
Washington,Chelan,2993.62
Washington,Clallam,2670.34
Washington,Clark,656.22
Washington,Columbia,873.53
Washington,Cowlitz,1166.33
Washington,Douglas,1848.69
Washington,Ferry,2257.46
Washington,Franklin,1265.35
Washington,Garfield,718.19
Washington,Grant,2791.29
Washington,Grays Harbor,2224.44
Washington,Island,517.39
Washington,Jefferson,2183.52
Washington,King,2306.53
Washington,Kitsap,565.98
Washington,Kittitas,2333.11
Washington,Klickitat,1904.18
Washington,Lewis,2436.26
Washington,Lincoln,2339.71
Washington,Mason,1051.03
Washington,Okanogan,5315.16
Washington,Pacific,1223.5
Washington,Pend Oreille,1425.32
Washington,Pierce,1806.5
Washington,San Juan,621.07
Washington,Skagit,1920.47
Washington,Skamania,1683.86
Washington,Snohomish,2196.41
Washington,Spokane,1780.72
Washington,Stevens,2540.64
Washington,Thurston,773.64
Washington,Wahkiakum,286.69
Washington,Walla Walla,1299.25
Washington,Whatcom,2503.55
Washington,Whitman,2177.6
Washington,Yakima,4311.61
West Virginia,Barbour,342.75
West Virginia,Berkeley,321.58
West Virginia,Boone,503.18
West Virginia,Braxton,516.17
West Virginia,Brooke,92.26
West Virginia,Cabell,288.02
West Virginia,Calhoun,280.64
West Virginia,Clay,343.82
West Virginia,Doddridge,320.48
West Virginia,Fayette,668.36
West Virginia,Gilmer,340.07
West Virginia,Grant,480.19
West Virginia,Greenbrier,1024.43
West Virginia,Hampshire,644.62
West Virginia,Hancock,88.35
West Virginia,Hardy,584.48
West Virginia,Harrison,416.6
West Virginia,Jackson,471.59
West Virginia,Jefferson,211.57
West Virginia,Kanawha,910.99
West Virginia,Lewis,389.75
West Virginia,Lincoln,438.59
West Virginia,Logan,455.61
West Virginia,Marion,311.49
West Virginia,Marshall,312.18
West Virginia,Mason,444.8
West Virginia,McDowell,534.9
West Virginia,Mercer,420.69
West Virginia,Mineral,329.13
West Virginia,Mingo,423.64
West Virginia,Monongalia,365.89
West Virginia,Monroe,473.66
West Virginia,Morgan,229.67
West Virginia,Nicholas,654.4
West Virginia,Ohio,108.86
West Virginia,Pendleton,698.15
West Virginia,Pleasants,134.59
West Virginia,Pocahontas,941.85
West Virginia,Preston,651.39
West Virginia,Putnam,350.4
West Virginia,Raleigh,609.34
West Virginia,Randolph,1039.92
West Virginia,Ritchie,453.58
West Virginia,Roane,483.75
West Virginia,Summers,367.72
West Virginia,Taylor,175.69
West Virginia,Tucker,421.11
West Virginia,Tyler,260.69
West Virginia,Upshur,354.86
West Virginia,Wayne,512.19
West Virginia,Webster,556.15
West Virginia,Wetzel,361.37
West Virginia,Wirt,234.83
West Virginia,Wood,376.94
West Virginia,Wyoming,501.82
Wisconsin,Adams,688.51
Wisconsin,Ashland,2293.73
Wisconsin,Barron,890.02
Wisconsin,Bayfield,2041.53
Wisconsin,Brown,615.42
Wisconsin,Buffalo,709.58
Wisconsin,Burnett,880.38
Wisconsin,Calumet,397.03
Wisconsin,Chippewa,1041.32
Wisconsin,Clark,1219.08
Wisconsin,Columbia,795.7
Wisconsin,Crawford,599.22
Wisconsin,Dane,1238.32
Wisconsin,Dodge,906.99
Wisconsin,Door,2369.83
Wisconsin,Douglas,1479.91
Wisconsin,Dunn,863.91
Wisconsin,Eau Claire,645.28
Wisconsin,Florence,497.46
Wisconsin,Fond du Lac,765.8
Wisconsin,Forest,1046.4
Wisconsin,Grant,1183.31
Wisconsin,Green,584.56
Wisconsin,Green Lake,380.44
Wisconsin,Iowa,768.08
Wisconsin,Iron,919.24
Wisconsin,Jackson,1000.11
Wisconsin,Jefferson,582.75
Wisconsin,Juneau,804.13
Wisconsin,Kenosha,754.31
Wisconsin,Kewaunee,1084.52
Wisconsin,La Crosse,479.92
Wisconsin,Lafayette,634.56
Wisconsin,Langlade,887.88
Wisconsin,Lincoln,907.05
Wisconsin,Manitowoc,1493.87
Wisconsin,Marathon,1576.14
Wisconsin,Marinette,1550.07
Wisconsin,Marquette,464.42
Wisconsin,Menominee,364.99
Wisconsin,Milwaukee,1189.7
Wisconsin,Monroe,908.29
Wisconsin,Oconto,1149.04
Wisconsin,Oneida,1235.88
Wisconsin,Outagamie,644.4
Wisconsin,Ozaukee,1116.2
Wisconsin,Pepin,248.68
Wisconsin,Pierce,591.59
Wisconsin,Polk,956.28
Wisconsin,Portage,822.76
Wisconsin,Price,1278.43
Wisconsin,Racine,791.9
Wisconsin,Richland,589.38
Wisconsin,Rock,726.2
Wisconsin,Rusk,930.89
Wisconsin,Sauk,848.43
Wisconsin,Sawyer,1350.32
Wisconsin,Shawano,909.33
Wisconsin,Sheboygan,1270.97
Wisconsin,St. Croix,735.81
Wisconsin,Taylor,984.49
Wisconsin,Trempealeau,741.98
Wisconsin,Vernon,816.41
Wisconsin,Vilas,1017.85
Wisconsin,Walworth,576.5
Wisconsin,Washburn,853.06
Wisconsin,Washington,435.89
Wisconsin,Waukesha,580.48
Wisconsin,Waupaca,765.33
Wisconsin,Waushara,637.39
Wisconsin,Winnebago,578.7
Wisconsin,Wood,809.46
Wyoming,Albany,4308.79
Wyoming,Big Horn,3158.96
Wyoming,Campbell,4801.56
Wyoming,Carbon,7964.03
Wyoming,Converse,4265.1
Wyoming,Crook,2870.52
Wyoming,Fremont,9265.8
Wyoming,Goshen,2232.16
Wyoming,Hot Springs,2006.21
Wyoming,Johnson,4174.71
Wyoming,Laramie,2687.63
Wyoming,Lincoln,4089.01
Wyoming,Natrona,5375.72
Wyoming,Niobrara,2627.9
Wyoming,Park,6968.51
Wyoming,Platte,2110.9
Wyoming,Sheridan,2527.07
Wyoming,Sublette,4935.66
Wyoming,Sweetwater,10491.17
Wyoming,Teton,4221.8
Wyoming,Uinta,2087.56
Wyoming,Washakie,2242.75
Wyoming,Weston,2400.07
